,movie_id,title,movie_rating,release_date,runtime,metascore,imdb_rating,budget,boxoffice,buzz
3849,5731.0,Can You Ever Forgive Me?,R,2018-11-02,106.0,87.0,7.1,20000000,23438250,2
3850,5732.0,Early Man,PG,2018-02-16,89.0,68.0,6.1,80000000,23169033,2
3851,5733.0,The Death of Stalin,R,2018-03-09,107.0,88.0,7.3,100000000,23022309,20
3852,5736.0,Beautiful Boy,R,2018-10-25,120.0,62.0,7.3,5000000,21222315,8
3853,5737.0,Pandas,G,2018-04-06,42.0,82.0,7.4,28000000,20396829,33
3854,5738.0,Mid90s,R,2018-10-26,85.0,66.0,7.4,65000000,19075290,2
3857,5741.0,Hotel Artemis,R,2018-06-08,94.0,58.0,6.1,5000000,17390770,1
3858,5743.0,Fahrenheit 11/9,R,2018-09-21,128.0,69.0,7.0,4000000,17329487,1
3859,5744.0,Unbroken: Path to Redemption,PG-13,2018-09-14,98.0,39.0,5.8,15000000,17237855,34
3860,5745.0,The Hurricane Heist,PG-13,2018-03-09,103.0,35.0,5.1,8000000,16170632,1
3861,5746.0,Every Day,PG-13,2018-02-23,97.0,52.0,6.5,7000000,15821461,0
3862,5747.0,Leave No Trace,PG,2018-06-29,109.0,88.0,7.2,18000000,15160801,4
3864,5749.0,God's Not Dead: A Light in Darkness,PG,2018-03-30,105.0,33.0,4.5,7000000,14618727,11
3865,5750.0,Kin,PG-13,2018-08-31,102.0,35.0,5.8,10000000,14482031,2
3866,5754.0,Action Point,R,2018-06-01,85.0,36.0,5.1,16000000,14019924,1
3867,5755.0,Beirut,R,2018-04-11,109.0,69.0,6.5,65000000,13757804,3
3868,5756.0,Gringo,R,2018-03-09,111.0,46.0,6.1,18000000,13371528,2
3869,5757.0,Samson,PG-13,2018-02-16,110.0,17.0,4.4,3300000,13092006,2
3871,5759.0,Johnny English Strikes Again,PG,2018-10-26,89.0,39.0,6.2,24000000,12096300,6
3874,5762.0,Ya Veremos,PG-13,2018-08-31,85.0,25.0,5.7,12600000,10724389,1
3877,5766.0,Indivisible,PG-13,2018-10-26,119.0,53.0,5.9,35000000,10508518,1
3881,5770.0,Bad Samaritan,R,2018-05-04,110.0,42.0,6.5,20000000,8110975,1
3883,5772.0,The Leisure Seeker,R,2018-01-03,112.0,45.0,6.7,10000000,7779614,8
3885,5774.0,Sgt. Stubby: An American Hero,PG,2018-04-13,84.0,58.0,6.9,44000000,6105175,2
3887,5777.0,God Bless the Broken Road,PG,2018-09-07,111.0,31.0,5.6,20000000,5749134,1
3889,5782.0,The Rider,R,2018-04-13,104.0,92.0,7.5,1000000,5284309,52
3891,5784.0,Hearts Beat Loud,PG-13,2018-06-15,97.0,65.0,6.9,40000000,4563029,2
3892,5786.0,At Eternity's Gate,PG-13,2019-02-15,111.0,76.0,6.9,18000000,4438438,16
3893,5787.0,Puzzle,R,2018-09-07,103.0,66.0,6.7,1250000,4404154,33
3894,5788.0,Una mujer fantástica,R,2018-02-02,104.0,86.0,7.2,1700000,4231500,33
3895,5789.0,Pope Francis: A Man of His Word,PG,2018-06-14,96.0,63.0,6.4,5000000,4011530,6
3896,5790.0,Assassination Nation,R,2018-09-21,108.0,56.0,6.0,14000000,3958546,1
3897,5791.0,The Front Runner,R,2018-11-21,113.0,61.0,6.1,2600000,3827060,3
3900,5796.0,The Bookshop,PG,2018-08-24,113.0,62.0,6.5,6000000,3591299,10
3904,5804.0,Werk ohne Autor,R,2018-10-03,189.0,68.0,7.8,22000000,3242457,2
3905,5806.0,McQueen,R,2018-06-08,111.0,84.0,7.8,10000000,3128941,19
3906,5807.0,The Seagull,PG-13,2018-07-26,98.0,58.0,5.8,1000000,3122616,11
3916,5826.0,On Chesil Beach,R,2018-05-18,110.0,62.0,6.3,13300000,2614251,8
3919,5829.0,Beoning,Not Rated,2018-05-17,148.0,90.0,7.5,5000000,2450846,2
3920,5830.0,The Little Stranger,R,2018-09-21,111.0,67.0,5.5,16000000,2429989,2
3927,5843.0,Anna and the Apocalypse,R,2018-11-30,93.0,63.0,6.1,16000000,2013456,5
3930,5847.0,Bilal: A New Breed of Hero,PG-13,2018-02-02,105.0,52.0,7.8,3000000,1821983,9
3938,5864.0,Dokjeon,Not Rated,2018-06-08,123.0,58.0,6.5,2000000,1370646,8
3946,5878.0,What They Had,R,2018-11-29,101.0,69.0,6.7,8500000,1109199,9
3948,5880.0,Generation Wealth,R,2018-07-20,105.0,53.0,6.6,10000000,1069454,5
3955,5892.0,Zama,Unrated,2017-09-28,115.0,89.0,6.7,2000000,950792,39
3962,5911.0,Bad Reputation,R,2018-09-28,93.0,66.0,7.3,1000000,767732,2
3976,5946.0,How to Talk to Girls at Parties,R,2018-05-25,102.0,50.0,5.7,1000000,549185,6
3979,5950.0,Bel Canto,TV-MA,2018-09-14,100.0,50.0,5.5,7000000,523511,4
3999,5997.0,Western,Unrated,2017-08-24,121.0,81.0,7.0,4000000,373375,52
4007,6021.0,The Cured,R,2018-02-23,95.0,57.0,5.6,1000000,336472,9
4010,6029.0,Life,R,2017-03-24,104.0,54.0,6.6,1000000,323070,52
4018,6045.0,Who We Are Now,Not Rated,2018-05-25,95.0,83.0,6.5,1000000,288757,11
4026,6065.0,Toy Story 4,G,2019-06-21,100.0,84.0,7.7,1400000,260441,2
4027,6066.0,Captain Marvel,PG-13,2019-03-08,123.0,64.0,6.8,420000,258384,4
4085,6132.0,Overcomer,PG,2019-08-23,119.0,17.0,6.6,5400000,3759854,2
4096,6144.0,The Art of Racing in the Rain,PG,2019-08-09,109.0,43.0,7.6,3000000,78948,2
4113,6165.0,Late Night,R,2019-06-14,102.0,70.0,6.5,2300000,59696,2
4115,6167.0,The Prodigy,R,2019-02-08,92.0,45.0,5.9,100000,59424,2
4125,6183.0,Penguins,G,2019-04-17,76.0,69.0,7.1,5000000,56001,2
4161,6242.0,No Safe Spaces,PG-13,2019-10-25,100.0,31.0,7.7,800000,35688,3
4177,6279.0,Fiddler: A Miracle of Miracles,PG-13,2019-11-05,97.0,80.0,7.4,70000,30312,49
4191,6310.0,Edmond,R,2006-11-24,82.0,61.0,6.2,650000,0,19
4209,6348.0,Napszállta,R,2019-03-22,142.0,65.0,6.3,250000,18823,52
4218,6362.0,Framing John DeLorean,Unrated,2019-06-07,109.0,67.0,6.4,1600000,15600,2
4221,6370.0,Mister America,R,2019-10-11,89.0,42.0,6.5,215000000,652306625,5
4222,6372.0,Mary Magdalene,R,2018-03-16,120.0,48.0,5.9,365000000,459005868,3
4223,6373.0,The Kingmaker,R,2019-11-08,101.0,76.0,7.6,175000000,356461711,8
4225,6377.0,"Ruben Brandt, a gyujto",R,2019-02-15,96.0,75.0,7.5,74000000,336045770,10
4226,6378.0,Be Natural: The Untold Story of Alice Guy-Blaché,Not Rated,2018-12-07,103.0,76.0,7.7,160000000,281723902,29
4227,6382.0,Cold Case Hammarskjöld,Not Rated,2019-08-16,128.0,76.0,7.6,108000000,228433663,29
4228,6383.0,Saja,Not Rated,2019-07-31,129.0,33.0,6.3,2900000,85000000,52
4229,6388.0,Loopers: The Caddie's Long Walk,PG,2019-06-07,80.0,47.0,7.1,300000000,200074175,20
4231,6395.0,The Third Wife,R,2019-05-15,96.0,71.0,6.7,29000000,184296230,17
4232,6396.0,Papi Chulo,R,2019-06-07,98.0,42.0,6.5,135000000,183637894,8
4233,6399.0,Las herederas,TV-14,2019-01-16,98.0,77.0,6.7,130000000,180202163,8
4235,6402.0,Triple Threat,R,2019-03-29,96.0,60.0,5.6,80000000,169700110,5
4236,6405.0,Storm Boy,PG,2019-04-05,99.0,67.0,6.9,40000000,166167230,7
4237,6409.0,Styx,Not Rated,2019-02-26,94.0,78.0,6.5,74000000,162994032,30
4238,6418.0,Sauvage,Not Rated,2019-04-10,99.0,75.0,7.1,28000000,161197785,27
4239,6420.0,Greener Grass,Unrated,2019-10-18,95.0,69.0,6.3,110000000,155190832,8
4240,6422.0,Making Waves: The Art of Cinematic Sound,Unrated,2019-10-25,94.0,80.0,7.6,150000000,153636354,5
4242,6425.0,Fin de siglo,Unrated,2019-08-16,84.0,80.0,6.9,99000000,130178411,5
4243,6426.0,Charlie Says,R,2019-05-17,110.0,57.0,5.9,94000000,128261724,5
4244,6427.0,Ophelia,PG-13,2019-06-28,106.0,60.0,6.6,187500000,123087120,22
4246,6517.0,Sonic the Hedgehog,PG,2020-02-14,99.0,47.0,6.5,35000000,110212700,3
4247,6518.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,R,2020-02-07,109.0,60.0,6.1,37000000,109767581,3
4248,6519.0,Dolittle,PG,2020-01-17,101.0,26.0,5.6,170000000,93436322,3
4249,6520.0,The Invisible Man,R,2020-02-28,124.0,72.0,7.1,40000000,90411453,2
4251,6522.0,Onward,PG,2020-03-06,102.0,61.0,7.4,48000000,89256424,2
4252,6523.0,The Croods: A New Age,PG,2020-11-25,95.0,56.0,7.0,30000000,87044645,4
4253,6524.0,Tenet,PG-13,2020-09-03,150.0,69.0,7.4,90000000,85886987,3
4254,6525.0,Wonder Woman 1984,PG-13,2020-12-25,151.0,60.0,5.4,61000000,81697192,1
4255,6526.0,The Gentlemen,R,2020-01-24,113.0,51.0,7.8,68000000,81476385,4
4256,6527.0,Fantasy Island,PG-13,2020-02-14,109.0,22.0,4.9,58000000,80069458,2
4257,6528.0,The New Mutants,PG-13,2020-08-28,94.0,43.0,5.3,90000000,78765986,5
4258,6529.0,Like a Boss,R,2020-01-10,83.0,33.0,4.6,55000000,76223578,1
4259,6530.0,The War with Grandpa,PG,2020-10-09,94.0,34.0,5.6,40000000,75764672,3
4260,6532.0,Unhinged,R,2020-08-21,90.0,40.0,6.0,40000000,72313754,5
4261,6533.0,The Photograph,PG-13,2020-02-14,106.0,62.0,6.1,38000000,71091594,2
4262,6534.0,Underwater,PG-13,2020-01-10,95.0,48.0,5.8,28000000,70259870,3
4263,6535.0,The Turning,PG-13,2020-01-24,94.0,35.0,3.8,3000000,67790117,1
4264,6537.0,Monster Hunter,PG-13,2020-12-18,103.0,47.0,5.3,14500000,66013057,5
4265,6538.0,Honest Thief,PG-13,2020-10-16,99.0,46.0,6.0,5000000,65206105,5
4266,6539.0,The Way Back,PG-13,2011-01-21,133.0,66.0,7.3,23000000,64460211,6
4267,6540.0,News of the World,PG-13,2020-12-25,118.0,73.0,6.8,53000000,62575678,3
4268,6541.0,Brahms: The Boy II,PG-13,2020-02-21,86.0,29.0,4.7,31000000,58884188,2
4269,6542.0,Come Play,PG-13,2020-10-30,96.0,58.0,5.7,18000000,57027435,3
4270,6543.0,Impractical Jokers: The Movie,PG-13,2020-02-28,92.0,39.0,5.9,60000000,56451232,2
4272,6545.0,Emma.,PG,2020-03-06,124.0,71.0,6.7,62000000,54117416,2
4273,6546.0,Bloodshot,PG-13,2020-03-13,109.0,44.0,5.7,65000000,53862963,3
4274,6547.0,Let Him Go,R,2020-11-06,113.0,63.0,6.7,30000000,52421953,2
4276,6549.0,Downhill,R,2020-02-14,86.0,49.0,4.9,20000000,52076908,1
4277,6550.0,Tenki no ko,PG-13,2020-01-17,112.0,72.0,7.5,179000000,47482519,25
4279,6552.0,Fatale,R,2020-12-18,102.0,42.0,5.4,30000000,46889293,1
4281,6554.0,The Rhythm Section,R,2020-01-31,109.0,45.0,5.3,20000000,45055776,1
4282,6555.0,The SpongeBob Movie: Sponge on the Run,PG,2021-03-04,91.0,65.0,6.0,17000000,44480275,33
4283,6556.0,The Broken Hearts Gallery,PG-13,2020-09-11,109.0,57.0,6.3,5000000,43787265,2
4284,6558.0,Portrait de la jeune fille en feu,R,2020-02-14,122.0,95.0,8.1,65000000,43482270,2
4285,6559.0,Bill,R,2008-06-18,93.0,30.0,6.2,25000000,43035725,52
4286,6561.0,Minari,PG-13,2021-02-12,115.0,89.0,7.5,15000000,42725475,9
4287,6562.0,The Last Full Measure,R,2020-01-24,116.0,51.0,6.8,20000000,42656255,1
4288,6563.0,Words on Bathroom Walls,PG-13,2020-08-21,110.0,61.0,7.2,30000000,42629776,6
4289,6564.0,After We Collided,R,2020-10-23,105.0,14.0,5.2,11000000,38322743,9
4290,6565.0,Half Brothers,PG-13,2020-12-04,96.0,30.0,6.1,34000000,37446117,3
4291,6566.0,The Lodge,R,2020-01-16,108.0,64.0,6.1,4000000,36006065,37
4292,6567.0,The Personal History of David Copperfield,PG,2020-08-28,119.0,77.0,6.4,150000000,35088320,8
4293,6569.0,The Wretched,Not Rated,2020-05-01,95.0,61.0,5.8,35000000,34580201,1
4296,6574.0,The Assistant,R,2020-01-31,87.0,79.0,6.3,11000000,33307793,24
4297,6575.0,Love and Monsters,PG-13,2020-10-16,109.0,63.0,7.0,10000000,33078266,4
4298,6576.0,Relic,R,2020-07-10,89.0,77.0,6.0,1000000,32789645,2
4300,6578.0,Becky,R,2020-06-05,93.0,54.0,5.9,12000000,32000304,4
4301,6579.0,All My Life,PG-13,2020-12-04,91.0,39.0,6.3,49000000,31569268,8
4302,6581.0,Cut Throat City,R,2020-08-21,123.0,67.0,4.8,55000000,31090320,5
4303,6582.0,Scoob!,PG,2020-05-15,93.0,43.0,5.7,8000000,29499394,5
4305,6586.0,Shortcut,R,2020-09-25,80.0,26.0,4.0,10000000,27740955,30
4306,6587.0,Possessor,R,2020-10-02,103.0,72.0,6.5,80000000,27367660,12
4307,6589.0,The Last Vermeer,R,2020-11-20,118.0,56.0,6.7,5000000,27288872,2
4308,6590.0,The Last Shift,R,2020-09-25,90.0,58.0,5.6,18000000,26839498,4
4310,6594.0,Alone,R,2020-09-18,98.0,70.0,6.2,50000000,26461644,41
4311,6596.0,Kajillionaire,R,2020-09-25,104.0,78.0,6.4,18000000,26302731,3
4312,6597.0,The Call,R,2013-03-15,94.0,51.0,6.7,5000000,25801570,0
4313,6598.0,The Big Ugly,R,2020-07-24,106.0,52.0,5.1,13000000,25440971,3
4314,6600.0,Spell,R,2020-10-30,91.0,38.0,5.5,100000000,25020758,3
4315,6601.0,Ava,R,2020-09-25,96.0,39.0,5.4,100000,22764410,7
4316,6603.0,Once Were Brothers: Robbie Robertson and The Band,R,2020-02-21,100.0,61.0,7.3,35000000,22467450,14
4317,6604.0,Seberg,R,2019-12-13,102.0,54.0,5.8,12000000,22348241,10
4318,6605.0,Infamous,R,2006-10-13,110.0,68.0,7.1,9000000,21571189,0
4319,6607.0,Buddy Games,R,2020-11-24,90.0,22.0,4.8,37000000,21052030,2
4320,6608.0,Yellow Rose,PG-13,2020-10-09,94.0,70.0,6.5,20000000,20180155,2
4322,6612.0,"Kimi to, nami ni noretara",Not Rated,2020-02-19,95.0,63.0,6.8,5000000,18656400,9
4323,6613.0,Les Misérables,PG-13,2012-12-25,158.0,63.0,7.6,10000000,18297124,8
4324,6614.0,Ordinary Love,R,2020-02-14,92.0,70.0,6.6,30000000,17766658,15
4326,6616.0,The Informer,R,2019-08-30,113.0,61.0,6.6,95000000,17725785,8
4329,6619.0,Fatman,R,2020-11-24,100.0,40.0,5.9,22000000,16029670,4
4330,6621.0,The Climb,R,2020-11-13,98.0,82.0,6.7,13000000,14677674,40
4331,6622.0,The Secrets We Keep,R,2020-09-16,97.0,48.0,5.8,2000000,14674077,3
4332,6624.0,Wild Mountain Thyme,PG-13,2020-12-11,102.0,42.0,5.7,28000000,14439985,3
4333,6628.0,The Wolf of Snow Hollow,R,2020-10-09,83.0,67.0,6.2,13000000,14394097,2
4334,6629.0,Come Away,PG,2020-11-13,94.0,40.0,5.8,20000000,13651946,4
4335,6630.0,And Then We Danced,Not Rated,2020-02-07,113.0,68.0,7.7,2300000,12985600,2
4336,6632.0,Extra Ordinary,R,2020-03-06,94.0,72.0,6.5,11800000,12711491,11
4339,6635.0,The Dark and the Wicked,Not Rated,2020-11-06,95.0,72.0,6.1,14000000,12314651,2
4341,6638.0,The Burnt Orange Heresy,R,2020-03-06,99.0,57.0,6.1,15495600,12236500,8
4342,6639.0,Wendy,PG-13,2020-04-17,111.0,55.0,5.7,25000000,12227722,42
4344,6642.0,Burden,R,2020-06-09,117.0,57.0,6.6,40000000,10664749,13
4345,6643.0,Lupin III: The First,Not Rated,2020-10-18,93.0,63.0,6.9,35000000,10219501,42
4346,6644.0,The Nest,R,2020-09-18,107.0,80.0,6.3,35000000,10161183,38
4351,6655.0,Come to Daddy,R,2020-02-07,96.0,64.0,6.0,70000000,8005980,3
4353,6661.0,How to Build a Girl,R,2020-05-08,102.0,69.0,5.9,60000000,7696134,4
4354,6662.0,We Summon the Darkness,R,2020-04-10,91.0,55.0,5.2,10000000,7582065,2
4356,6666.0,The Dissident,PG-13,2021-01-08,119.0,81.0,7.9,1000000,7192291,5
4359,6678.0,True History of the Kelly Gang,R,2020-04-24,124.0,75.0,6.0,8000000,6758416,6
4361,6680.0,Hunter Hunter,Unrated,2020-12-18,93.0,61.0,6.4,20000000,6485961,42
4363,6686.0,Rent-a-Pal,Unrated,2020-09-11,108.0,61.0,6.2,40000000,5775076,2
4364,6687.0,Olympic Dreams,PG-13,2020-02-14,85.0,55.0,5.8,10000000,5637066,3
4368,6693.0,José,Not Rated,2020-01-31,85.0,75.0,6.8,14000000,4702420,35
4371,6699.0,Premature,R,2014-07-02,93.0,34.0,5.8,22500000,4200117,2
4373,6707.0,Shang-Chi and the Legend of the Ten Rings,PG-13,2021-09-03,132.0,71.0,7.9,8000000,3759286,3
4374,6708.0,Black Widow,PG-13,2021-07-09,134.0,67.0,6.8,15000000,3703046,2
4376,6712.0,Jungle Cruise,PG-13,2021-07-30,127.0,50.0,6.6,1000000,0,2
4377,6713.0,Godzilla vs. Kong,PG-13,2021-03-31,113.0,59.0,6.4,2000000,3591417,3
4378,6714.0,Cruella,PG-13,2021-05-28,134.0,59.0,7.4,4900000,3498695,3
4386,6725.0,The Forever Purge,R,2021-07-02,103.0,53.0,5.4,15000000,3020665,1
4388,6727.0,Peter Rabbit 2: The Runaway,PG,2021-06-11,93.0,43.0,6.2,13000000,2703296,11
4391,6730.0,In the Heights,PG-13,2021-06-11,143.0,84.0,7.4,2000000,2583301,1
4392,6731.0,Snake Eyes: G.I. Joe Origins,PG-13,2021-07-23,121.0,43.0,5.4,9600000,2541854,2
4396,6735.0,Respect,PG-13,2021-08-13,145.0,62.0,6.6,20000000,2246000,2
4397,6736.0,Spiral,PG-13,2007-01-27,90.0,40.0,6.4,5000000,2184640,15
4402,6741.0,The Little Things,R,2021-01-29,128.0,54.0,6.3,25000000,1872994,3
4404,6743.0,Dear Evan Hansen,PG-13,2021-09-24,137.0,40.0,6.1,10000000,1822250,6
4406,6745.0,Chaos Walking,PG-13,2021-03-05,109.0,38.0,5.7,13000000,1784763,1
4407,6747.0,The Protégé,R,2021-08-20,109.0,48.0,6.1,1700000,1777043,1
4411,6754.0,Copshop,R,2021-09-17,107.0,59.0,6.7,2000000,1477002,1
4425,6776.0,Good Joe Bell,R,2021-07-23,94.0,54.0,5.5,50000000,1224330,8
4432,6789.0,Blue Bayou,R,2021-09-17,112.0,60.0,6.4,200000,1109808,4
4438,6800.0,Willy's Wonderland,TV-MA,2021-02-12,88.0,44.0,5.5,750000,892802,4
4440,6803.0,The Dry,R,2021-05-21,117.0,69.0,6.9,1400000,845464,24
4453,6835.0,The Paper Tigers,PG-13,2021-05-07,108.0,67.0,6.4,15000000,632542,1
4460,6850.0,Été 85,Not Rated,2021-06-18,101.0,65.0,6.9,7000000,546201,4
4461,6854.0,Come True,Unrated,2021-03-12,105.0,68.0,5.9,20000000,538460,15
