,movie_id,title,movie_rating,release_date,runtime,metascore,imdb_rating,budget,boxoffice,buzz
1501,2320.0,White Wedding,PG-13,2009-04-29,93.0,60.0,5.9,50000000,28644813,17
1503,2323.0,The Taqwacores,Not Rated,2010-10-22,83.0,42.0,6.0,13000000,656688,4
1504,2324.0,Cherry,R,2021-03-12,142.0,44.0,6.6,11000000,27693292,8
1505,2325.0,Children of Invention,Not Rated,2009-01-18,86.0,67.0,6.4,10000000,26218170,8
1506,2330.0,Cosa voglio di più,Unrated,2010-12-03,126.0,61.0,6.0,25000000,25794018,8
1507,2332.0,Down Terrace,R,2010-10-15,89.0,68.0,6.5,50000000,25450527,1
1508,2333.0,Lourdes,Not Rated,2010-02-17,96.0,71.0,6.9,45000000,25200412,17
1509,2334.0,Wonderful World,R,2009-04-27,89.0,48.0,6.1,18000000,24007324,23
1510,2335.0,Broderskab,R,2010-08-06,97.0,68.0,7.0,25000000,23091010,23
1511,2337.0,The Freebie,R,2010-09-17,78.0,54.0,5.1,18000000,22965110,6
1513,2342.0,Transformers: Dark of the Moon,PG-13,2011-06-29,154.0,42.0,6.2,40000000,21002919,2
1514,2343.0,The Twilight Saga: Breaking Dawn - Part 1,PG-13,2011-11-18,117.0,45.0,4.9,20000000,20919166,23
1515,2344.0,The Hangover Part II,R,2011-05-26,102.0,44.0,6.5,50000000,20534907,3
1516,2345.0,Pirates of the Caribbean: On Stranger Tides,PG-13,2011-05-20,136.0,45.0,6.6,80000000,19676965,3
1517,2346.0,Fast Five,PG-13,2011-04-29,130.0,66.0,7.3,65000000,19551067,2
1519,2348.0,Cars 2,G,2011-06-24,106.0,57.0,6.1,18500000,18451251,4
1520,2349.0,Sherlock Holmes: A Game of Shadows,PG-13,2011-12-16,129.0,48.0,7.5,60000000,17303424,19
1523,2352.0,Captain America: The First Avenger,PG-13,2011-07-22,124.0,66.0,6.9,8000000,16734283,9
1524,2353.0,The Help,PG-13,2011-08-10,146.0,62.0,8.0,55000000,16222392,3
1525,2354.0,Bridesmaids,R,2011-05-13,125.0,75.0,6.8,16000000,16204793,3
1526,2355.0,Kung Fu Panda 2,PG,2011-05-26,90.0,67.0,7.2,9800000,16044025,2
1527,2356.0,Puss in Boots,PG,2011-10-28,90.0,65.0,6.6,20000000,15988876,5
1528,2358.0,Rio,PG,2011-04-15,96.0,63.0,6.9,14000000,15515460,3
1529,2359.0,The Smurfs,PG,2011-07-29,103.0,30.0,5.4,10000000,15122676,4
1530,2360.0,Alvin and the Chipmunks: Chipwrecked,G,2011-12-16,87.0,24.0,4.3,34000000,15090399,14
1531,2361.0,Super 8,PG-13,2011-06-10,112.0,72.0,7.0,25000000,15051977,5
1532,2362.0,Rango,PG,2011-03-04,107.0,75.0,7.2,18000000,14800725,3
1533,2363.0,Horrible Bosses,R,2011-07-08,98.0,57.0,6.8,20000000,14363397,3
1534,2364.0,Green Lantern,PG-13,2011-06-17,114.0,39.0,5.5,40000000,14279575,9
1535,2365.0,Hop,PG,2011-04-01,95.0,41.0,5.4,40000000,14046595,3
1536,2366.0,Paranormal Activity 3,R,2011-10-21,83.0,59.0,5.8,15000000,13077184,2
1537,2367.0,Just Go with It,PG-13,2011-02-11,117.0,33.0,6.4,13000000,12749992,4
1538,2368.0,The Girl with the Dragon Tattoo,R,2011-12-21,158.0,71.0,7.8,7500000,12574914,12
1539,2369.0,Bad Teacher,R,2011-06-24,92.0,47.0,5.6,20000000,12234694,4
1540,2370.0,The Green Hornet,PG-13,2011-01-14,119.0,39.0,5.8,5000000,12062558,4
1541,2371.0,The Muppets,PG,2011-11-23,103.0,75.0,7.1,12500000,11965282,2
1542,2372.0,Real Steel,PG-13,2011-10-07,127.0,56.0,7.0,35000000,11001272,2
1543,2373.0,"Crazy, Stupid, Love.",PG-13,2011-07-29,118.0,68.0,7.4,7500000,10823158,3
1545,2375.0,Immortals,R,2011-11-11,110.0,46.0,6.0,5000000,10572742,2
1546,2376.0,The Descendants,R,2011-12-09,115.0,84.0,7.3,40000000,10330853,4
1548,2378.0,War Horse,PG-13,2011-12-25,146.0,72.0,7.2,3000000,10027047,2
1549,2379.0,Limitless,PG-13,2011-03-18,105.0,59.0,7.4,21000000,9451946,5
1550,2380.0,Tower Heist,PG-13,2011-11-04,104.0,59.0,6.2,30000000,9362785,1
1551,2381.0,The Adventures of Tintin,PG,2011-12-21,107.0,68.0,7.3,7000000,9228788,10
1552,2382.0,Contagion,PG-13,2011-09-09,106.0,70.0,6.7,20000000,9208876,4
1553,2383.0,We Bought a Zoo,PG,2011-12-23,124.0,58.0,7.1,7000000,9176000,5
1555,2385.0,Jack and Jill,PG,2011-11-11,91.0,23.0,3.3,50000000,8742261,2
1557,2388.0,Dolphin Tale,PG,2011-09-23,113.0,64.0,6.8,25000000,8114270,4
1558,2389.0,No Strings Attached,R,2011-01-21,108.0,50.0,6.2,50000000,8017467,4
1559,2390.0,Happy Feet Two,PG,2011-11-18,100.0,50.0,5.9,3000000,7712114,1
1560,2391.0,Unknown,PG-13,2011-02-18,113.0,56.0,6.8,30000000,7689607,3
1561,2392.0,The Adjustment Bureau,PG-13,2011-03-04,106.0,60.0,7.0,29000000,7460204,3
1563,2394.0,The Lincoln Lawyer,R,2011-03-18,118.0,63.0,7.3,15000000,6382178,4
1564,2395.0,Midnight in Paris,PG-13,2011-06-10,94.0,81.0,7.7,23000000,6113834,4
1565,2396.0,Friends with Benefits,R,2011-07-22,109.0,63.0,6.5,15000000,5306706,5
1566,2397.0,I Am Number Four,PG-13,2011-02-18,111.0,36.0,6.1,20000000,5210988,2
1568,2399.0,New Year's Eve,PG-13,2011-12-09,118.0,22.0,5.7,5000000,5010163,4
1569,2400.0,Insidious,PG-13,2011-04-01,103.0,52.0,6.8,6000000,4543320,3
1571,2402.0,Diary of a Wimpy Kid: Rodrick Rules,PG,2011-03-25,99.0,51.0,6.5,8500000,4444637,21
1572,2404.0,The Dilemma,PG-13,2011-01-14,111.0,46.0,5.3,1000000,4417674,3
1576,2408.0,Soul Surfer,PG,2011-04-08,112.0,53.0,7.0,20000000,3531756,4
1577,2409.0,Final Destination 5,R,2011-08-12,92.0,50.0,5.8,12000000,3149034,2
1580,2412.0,Something Borrowed,PG-13,2011-05-06,112.0,36.0,5.9,14000000,2656784,4
1600,2432.0,The Debt,R,2011-08-31,113.0,65.0,6.8,7000000,1429299,2
1601,2433.0,The Sitter,R,2011-12-09,81.0,39.0,5.7,6000000,1418304,2
1632,2467.0,The Conspirator,PG-13,2011-04-15,122.0,55.0,6.9,1300000,695840,1
1648,2486.0,Margin Call,R,2011-09-29,107.0,76.0,7.1,19700000,476270,18
1649,2487.0,Cave of Forgotten Dreams,G,2011-08-31,90.0,86.0,7.4,6400000,449865,20
1664,2505.0,Martha Marcy May Marlene,R,2011-12-21,102.0,75.0,6.9,18000000,33404871,8
1666,2508.0,Carnage,R,2011-11-18,80.0,61.0,7.2,18000000,315000,23
1670,2513.0,The Mighty Macs,G,2011-10-21,99.0,49.0,6.5,4000000,294244,1
1688,2542.0,Red State,R,2011-09-30,88.0,50.0,6.2,10000000,221805,6
1692,2552.0,Jûsan-nin no shikaku,R,2010-09-25,141.0,84.0,7.6,20000000,200730,9
1710,2584.0,Project Nim,PG-13,2011-08-12,93.0,83.0,7.4,38000000,18340051,4
1718,2596.0,Super,R,2011-06-10,96.0,50.0,6.7,12000000,122558,44
1726,2616.0,Happythankyoumoreplease,R,2011-03-03,100.0,45.0,6.8,9500000,115155,2
1727,2618.0,Blackthorn,R,2011-07-01,102.0,61.0,6.5,30000000,21858070,6
1734,2633.0,A Good Old Fashioned Orgy,R,2011-10-27,95.0,44.0,6.1,230000,104979,10
1741,2648.0,The Bang Bang Club,R,2011-07-22,106.0,48.0,7.0,900000,101215,25
1751,2667.0,Exporting Raymond,PG,2010-10-21,86.0,55.0,6.9,2500000,80136,6
1774,2711.0,Every Day,PG-13,2018-02-23,97.0,52.0,6.5,1500000,52429,5
1781,2727.0,Road to Nowhere,R,2011-04-07,121.0,59.0,5.4,800000,46742,16
1813,2788.0,Monogamy,Unrated,2010-04-24,96.0,47.0,5.0,3500000,27349,3
1831,2810.0,Madagascar 3: Europe's Most Wanted,PG,2012-06-08,93.0,60.0,6.8,10000000,19716,3
1832,2811.0,Wreck-It Ralph,PG,2012-11-02,101.0,72.0,7.7,750000,19367,16
1839,2818.0,Hotel Transylvania,PG,2012-09-28,91.0,47.0,7.1,2000000,17896,4
1844,2823.0,Prometheus,R,2012-06-08,124.0,64.0,7.0,500000,15433,5
1871,2851.0,The Lucky One,PG-13,2012-04-20,101.0,39.0,6.5,120000000,89107235,4
1877,2858.0,The Woman in Black,PG-13,2012-02-03,95.0,62.0,6.4,200000000,415004880,4
1878,2859.0,Paranormal Activity 4,R,2012-10-19,88.0,40.0,4.6,3000000,0,4
1879,2860.0,The Devil Inside,R,2012-01-06,83.0,18.0,4.2,170000000,312433331,1
1880,2861.0,The Odd Life of Timothy Green,PG,2012-08-15,105.0,47.0,6.6,68000000,300531751,2
1881,2862.0,Ghost Rider: Spirit of Vengeance,PG-13,2012-02-17,96.0,34.0,4.3,160000000,292576195,5
1882,2863.0,The Grey,R,2012-01-27,117.0,64.0,6.8,69000000,251513985,3
1883,2864.0,Red Tails,PG-13,2012-01-20,125.0,46.0,5.9,165000000,238736787,2
1884,2865.0,The Possession,PG-13,2012-08-31,92.0,45.0,5.9,165000000,217581232,3
1885,2867.0,Sinister,R,2012-10-12,110.0,53.0,6.8,260000000,200821936,3
1888,2870.0,Moonrise Kingdom,PG-13,2012-06-29,94.0,84.0,7.8,35000000,171243005,6
1889,2871.0,Here Comes the Boom,PG,2012-10-12,105.0,40.0,6.4,15000000,30000000,3
1890,2873.0,The Three Stooges,PG,2012-04-13,92.0,56.0,5.1,75000000,162001186,4
1891,2874.0,Resident Evil: Retribution,R,2012-09-14,95.0,39.0,5.4,100000000,148438600,33
1892,2875.0,The Cabin in the Woods,R,2012-04-13,95.0,72.0,7.0,130000000,148415853,3
1894,2877.0,End of Watch,R,2012-09-21,109.0,68.0,7.6,150000000,131772187,3
1895,2878.0,Rock of Ages,PG-13,2012-06-15,123.0,47.0,5.9,80000000,128012934,5
1896,2879.0,Abraham Lincoln: Vampire Hunter,R,2012-06-22,105.0,42.0,5.9,100000000,119219978,8
1897,2880.0,Lawless,R,2012-08-29,116.0,58.0,7.3,130000000,118311368,3
1898,2881.0,The Guilt Trip,PG-13,2012-12-19,95.0,50.0,5.7,20000000,117229692,4
1899,2882.0,That's My Boy,R,2012-06-15,116.0,31.0,5.5,52000000,110485654,2
1900,2884.0,Frankenweenie,PG,2012-10-05,87.0,74.0,6.9,13000000,106954678,3
1901,2885.0,Step Up Revolution,PG-13,2012-07-27,99.0,43.0,6.4,99000000,30824628,1
1902,2887.0,The Watch,R,2012-07-27,102.0,36.0,5.7,82000000,103068524,52
1903,2888.0,2016: Obama's America,PG,2012-08-24,87.0,26.0,5.0,65000000,100539043,3
1904,2889.0,House at the End of the Street,PG-13,2012-09-21,101.0,31.0,5.6,80000000,100246011,4
1905,2891.0,Joyful Noise,PG-13,2012-01-13,118.0,44.0,5.8,55000000,98711404,3
1906,2892.0,The Iron Lady,PG-13,2012-01-13,105.0,52.0,6.4,40000000,96962694,5
1907,2893.0,Chimpanzee,G,2012-04-20,78.0,57.0,7.2,95000000,95347692,2
1908,2894.0,The Five-Year Engagement,R,2012-04-27,124.0,62.0,6.2,80000000,94835059,2
1909,2895.0,Cloud Atlas,R,2012-10-26,172.0,55.0,7.4,11000000,93617009,5
1910,2896.0,One for the Money,PG-13,2012-01-27,91.0,22.0,5.3,37000000,92186262,4
1913,2901.0,Big Miracle,PG,2012-02-03,107.0,61.0,6.5,3000000,84752907,4
1914,2902.0,Kari-gurashi no Arietti,G,2012-02-17,94.0,80.0,7.6,95000000,81562942,4
1915,2904.0,Haywire,R,2012-01-20,93.0,67.0,5.8,60000000,80574010,4
1916,2905.0,Man on a Ledge,PG-13,2012-01-27,102.0,40.0,6.6,25000000,80014842,2
1917,2906.0,A Thousand Words,PG-13,2012-03-09,91.0,26.0,5.9,110000000,77222099,2
1918,2908.0,The Perks of Being a Wallflower,PG-13,2012-10-12,103.0,67.0,7.9,117000000,76423035,9
1919,2910.0,Wanderlust,R,2012-02-24,98.0,53.0,5.6,69000000,73026337,2
1920,2911.0,Safe,R,2012-04-27,94.0,55.0,6.5,100000000,67631157,14
1921,2912.0,To Rome with Love,R,2012-07-06,112.0,54.0,6.3,45000000,67061228,4
1922,2913.0,The Master,R,2012-09-21,138.0,86.0,7.2,15000000,64003625,3
1923,2914.0,The Raven,R,2012-04-27,110.0,44.0,6.4,160000000,63150991,4
1925,2916.0,Seven Psychopaths,R,2012-10-12,110.0,66.0,7.2,20000000,62950384,3
1926,2917.0,Killing Them Softly,R,2012-11-30,97.0,64.0,6.2,150000000,62189884,10
1927,2918.0,To the Arctic 3D,G,2012-04-20,40.0,48.0,6.6,40000000,61153526,10
1928,2919.0,Lockout,PG-13,2012-04-13,95.0,48.0,6.1,57500000,60128566,2
1929,2921.0,Dredd,R,2012-09-21,95.0,60.0,7.1,20000000,60095852,5
1930,2923.0,Anna Karenina,R,2012-09-07,129.0,63.0,6.6,48000000,60022256,20
1931,2924.0,Beasts of the Southern Wild,PG-13,2012-07-05,93.0,86.0,7.3,35000000,59699513,2
1932,2925.0,Silent House,R,2012-03-09,86.0,49.0,5.3,8000000,58401464,3
1933,2926.0,Cirque du Soleil: Worlds Away,PG,2012-12-21,91.0,51.0,6.8,32000000,57744720,4
1934,2927.0,People Like Us,PG-13,2012-06-29,114.0,49.0,7.1,100000000,55675313,5
1935,2928.0,Gone,PG-13,2012-02-24,94.0,36.0,5.9,38000000,53374681,43
1936,2930.0,Fun Size,PG-13,2012-10-26,86.0,37.0,5.4,30000000,53032453,3
1938,2932.0,Salmon Fishing in the Yemen,PG-13,2012-04-20,107.0,58.0,6.8,40000000,52000688,8
1940,2934.0,Friends with Kids,R,2012-03-16,107.0,55.0,6.1,28000000,48071303,3
1941,2935.0,Seeking a Friend for the End of the World,R,2012-06-22,101.0,59.0,6.7,75000000,47059963,1
1942,2936.0,In Darkness,Not Rated,2018-05-25,110.0,59.0,5.8,17000000,45710178,26
1943,2937.0,The Collection,R,2012-11-30,82.0,38.0,6.1,37000000,44875481,5
1944,2938.0,Amour,PG-13,2012-09-20,127.0,94.0,7.9,100000000,27166770,37
1945,2939.0,Hyde Park on Hudson,R,2013-02-01,94.0,55.0,5.9,60000000,43313890,8
1946,2940.0,Hitchcock,PG-13,2012-12-14,98.0,55.0,6.8,112000000,42779261,15
1948,2942.0,The Sessions,R,2012-11-16,95.0,79.0,7.2,30000000,42400223,6
1949,2943.0,Casa de mi Padre,R,2012-05-11,84.0,52.0,5.5,1800000,41034350,7
1950,2944.0,For Greater Glory: The True Story of Cristiada,R,2012-06-01,145.0,35.0,6.6,26000000,40168080,2
1951,2945.0,October Baby,PG-13,2012-03-23,107.0,32.0,6.7,55000000,39440655,2
1952,2946.0,Won't Back Down,PG,2012-09-28,121.0,42.0,6.4,19000000,39123589,5
1953,2947.0,The Apparition,PG-13,2012-08-24,82.0,18.0,4.1,21000000,37729698,1
1954,2948.0,"Jeff, Who Lives at Home",R,2012-03-30,83.0,60.0,6.5,35000000,37490007,1
1955,2949.0,Goon,R,2012-02-24,92.0,64.0,6.8,20000000,36661504,6
1956,2950.0,Serbuan maut,R,2012-04-13,101.0,73.0,7.6,20000000,35606376,6
1957,2951.0,Safety Not Guaranteed,R,2012-06-15,86.0,72.0,7.0,100000000,35497337,4
1958,2952.0,Searching for Sugar Man,PG-13,2012-07-26,86.0,79.0,8.2,10000000,33679655,4
1959,2953.0,The Cold Light of Day,PG-13,2012-09-07,93.0,22.0,4.9,50000000,33644788,4
1961,2957.0,Last Ounce of Courage,PG,2012-09-14,101.0,11.0,3.8,50000000,32746941,2
1963,2961.0,Samsara,PG-13,2012-08-23,102.0,65.0,8.5,20000000,32010860,18
1964,2962.0,Girl in Progress,PG-13,2012-08-10,93.0,45.0,5.6,44000000,31206263,5
1965,2964.0,Ruby Sparks,R,2012-09-06,104.0,67.0,7.2,40000000,31011732,10
1967,2972.0,Crooked Arrows,PG-13,2012-05-18,105.0,42.0,6.0,20000000,30101577,7
1968,2973.0,Hysteria,R,2011-12-14,100.0,53.0,6.7,35000000,29197642,18
1969,2974.0,We Need to Talk About Kevin,R,2011-10-21,112.0,68.0,7.5,19000000,27758465,19
1970,2975.0,Stories We Tell,PG-13,2013-01-17,108.0,91.0,7.6,17000000,27163593,6
1971,2976.0,Your Sister's Sister,R,2012-06-29,90.0,72.0,6.7,12500000,26593646,4
1972,2978.0,A Late Quartet,R,2012-11-23,105.0,67.0,7.1,15000000,26167002,5
1973,2979.0,En kongelig affære,R,2012-03-29,137.0,73.0,7.5,19000000,25918920,5
1974,2981.0,Le gamin au vélo,PG-13,2011-05-18,87.0,87.0,7.4,20000000,25702053,5
1975,2982.0,Les adieux à la reine,R,2012-03-21,100.0,67.0,6.2,24000000,25003155,5
1976,2983.0,Woman Thou Art Loosed: On the 7th Day,PG-13,2012-04-13,101.0,29.0,5.0,17000000,24719879,5
1977,2984.0,Killer Joe,Unrated,2012-06-29,102.0,62.0,6.7,28000000,24307106,6
1979,2987.0,Take This Waltz,R,2012-07-06,116.0,68.0,6.6,25000000,23591432,17
1980,2988.0,Hodejegerne,R,2011-08-26,96.0,72.0,7.5,24000000,23240020,17
1981,2990.0,The Deep Blue Sea,R,2011-11-25,98.0,82.0,6.2,12000000,21540363,33
1982,2991.0,Burn,R,2019-08-23,88.0,50.0,5.7,10000000,21416355,11
1983,2992.0,The Oogieloves in the Big Balloon Adventure,G,2012-08-29,88.0,32.0,2.0,30000000,21148651,11
1984,2994.0,Damsels in Distress,PG-13,2012-04-26,99.0,67.0,5.7,4000000,20811365,11
1985,2995.0,Diana Vreeland: The Eye Has to Travel,PG-13,2012-09-21,86.0,69.0,7.5,14000000,20255281,9
1986,2996.0,Rampart,R,2012-02-24,108.0,70.0,5.8,15000000,20218921,8
1988,3001.0,Bill W.,Unrated,2012-05-18,104.0,69.0,7.7,16000000,19068240,3
1989,3002.0,Darling Companion,PG-13,2012-05-24,103.0,41.0,5.1,18000000,18335230,8
1990,3005.0,Coriolanus,R,2012-01-20,123.0,79.0,6.1,32000000,17804299,8
1991,3006.0,Cosmopolis,R,2012-05-25,109.0,58.0,5.1,35000000,17630465,21
1992,3010.0,The Paperboy,R,2012-10-17,107.0,45.0,5.8,30000000,17010170,8
1993,3012.0,Holy Motors,Not Rated,2012-07-04,115.0,84.0,7.1,45000000,15541549,4
1994,3013.0,2 Days in New York,R,2012-03-28,96.0,61.0,6.0,18000000,15285588,3
1995,3014.0,Chasing Ice,PG-13,2012-12-14,75.0,75.0,7.8,25000000,14744435,5
1996,3015.0,Not Fade Away,R,2013-07-19,112.0,65.0,6.0,32000000,13942007,7
1997,3017.0,Blue Like Jazz,PG-13,2012-03-13,108.0,48.0,5.9,27000000,13261851,12
1998,3018.0,W.E.,R,2012-01-20,119.0,37.0,6.3,31000000,12482741,1
1999,3020.0,Being Flynn,R,2012-04-19,102.0,53.0,6.4,20000000,12134935,8
2000,3022.0,Et maintenant on va où?,PG-13,2011-09-14,110.0,60.0,7.5,47000000,10547117,8
2001,3024.0,Ai Weiwei: Never Sorry,R,2012-06-14,91.0,81.0,7.6,1000000,9737892,4
2002,3025.0,Habemus Papam,Not Rated,2011-04-15,102.0,64.0,6.7,50000000,11497497,1
2003,3026.0,The Flat,Not Rated,2012-06-14,97.0,83.0,6.9,7000000,9176933,51
2004,3027.0,Inch'Allah,R,2013-08-16,102.0,47.0,6.9,10000000,8525600,13
2005,3028.0,Bachelorette,R,2012-09-06,87.0,53.0,5.3,7000000,7468936,6
2007,3031.0,Sound of My Voice,R,2012-08-03,85.0,67.0,6.6,6800000,6857096,17
2008,3033.0,La fille du puisatier,Not Rated,2011-04-20,107.0,67.0,7.0,12500000,6797696,17
2009,3035.0,Smashed,R,2012-12-14,81.0,71.0,6.8,6000000,6671283,12
2010,3037.0,The Oranges,R,2012-10-05,90.0,46.0,5.8,18000000,6617867,19
2013,3042.0,The Central Park Five,Not Rated,2014-04-25,119.0,79.0,7.7,3500000,6391436,12
2014,3043.0,Compliance,R,2012-09-26,90.0,68.0,6.4,8000000,6363628,7
2016,3045.0,Gianni e le donne,Not Rated,2011-02-11,90.0,65.0,6.3,42000000,5666340,10
2019,3048.0,Whores' Glory,Not Rated,2012-04-27,110.0,73.0,7.2,18000000,4806750,1
2020,3049.0,Stolen,R,2012-09-06,96.0,43.0,5.5,12500000,4360548,49
2021,3051.0,Une vie de chat,PG,2010-12-15,70.0,63.0,6.9,2000000,4311834,49
2024,3055.0,Keep the Lights On,Not Rated,2012-07-27,101.0,79.0,6.4,3000000,4033574,7
2025,3057.0,Gerhard Richter Painting,Unrated,2012-03-14,97.0,77.0,7.2,500000,3777210,7
2026,3058.0,Trishna,R,2012-03-09,117.0,57.0,6.0,9500000,3573673,32
2028,3061.0,Elena,Not Rated,2011-09-29,109.0,87.0,7.3,15000000,3247816,41
2030,3068.0,The House I Live In,Not Rated,2012-10-05,108.0,77.0,7.9,8000000,3205706,16
2031,3069.0,Les petits mouchoirs,Not Rated,2010-10-20,154.0,50.0,7.1,13000000,3075255,16
2033,3071.0,10 Years,PG-13,2012-10-05,100.0,61.0,6.1,3000000,2848587,15
2035,3074.0,Any Day Now,R,2013-09-06,98.0,60.0,7.5,15000000,2434652,30
2037,3078.0,Hagane no renkinjutsushi: Mirosu no seinaru hoshi,Not Rated,2012-01-20,110.0,54.0,7.0,17000000,2231474,3
2038,3080.0,Polisse,Not Rated,2011-10-19,127.0,74.0,7.3,5000000,2229058,4
2040,3082.0,Long men fei jia,R,2011-12-15,122.0,57.0,6.0,12500000,2039869,52
2042,3084.0,Dark Horse,Not Rated,2012-06-29,86.0,66.0,5.9,7300000,1818681,28
2044,3086.0,Elles,NC-17,2012-02-01,99.0,50.0,5.6,7000000,1785645,10
2045,3089.0,Impardonnables,Not Rated,2011-08-17,111.0,66.0,5.8,14000000,1755212,10
2046,3091.0,Simon och ekarna,Not Rated,2011-12-09,122.0,62.0,6.5,9200000,1685269,10
2048,3096.0,Rundskop,R,2011-02-02,129.0,68.0,7.4,10000000,1475746,5
2049,3097.0,This Must Be the Place,R,2011-08-24,118.0,61.0,6.7,1900000,1445366,18
2055,3104.0,"Få meg på, for faen",Not Rated,2011-08-19,76.0,70.0,6.3,7000000,1110509,4
2056,3105.0,Les bien-aimés,Not Rated,2011-08-24,133.0,55.0,6.2,8000000,1095369,4
2057,3106.0,How to Survive a Plague,Not Rated,2013-11-08,110.0,86.0,7.6,12500000,1089445,25
2060,3110.0,Bel Ami,R,2012-03-09,102.0,42.0,5.4,1987650,1044143,20
2061,3112.0,Beware of Mr. Baker,Not Rated,2013-05-17,100.0,78.0,7.6,4200000,1044039,4
2074,3137.0,The Invisible War,Not Rated,2012-01-20,93.0,75.0,7.6,8000000,690290,5
2077,3140.0,Mai wei,R,2012-04-20,137.0,30.0,7.7,2000000,636706,36
2078,3141.0,Deadfall,R,2012-11-09,95.0,52.0,6.3,1000000,621859,2
2079,3142.0,Un amour de jeunesse,Not Rated,2011-07-06,110.0,80.0,6.6,70000000,619423,2
2083,3150.0,Side by Side,Not Rated,2012-08-22,99.0,82.0,7.6,20000000,582024,40
2088,3163.0,Sing Your Song,Not Rated,2012-04-14,103.0,73.0,7.5,12000000,550472,13
2096,3176.0,Last Call at the Oasis,PG-13,2012-05-04,105.0,64.0,7.4,8300000,493296,1
2099,3180.0,Paul Williams: Still Alive,PG-13,2012-04-01,87.0,72.0,6.9,7000000,453377,17
2106,3196.0,Musical Chairs,PG-13,2011-09-24,102.0,46.0,5.7,1500000,124244,2
2108,3200.0,The Bay,R,2012-11-21,84.0,65.0,5.7,50000,391674,52
2110,3204.0,You've Been Trumped,Not Rated,2012-07-06,79.0,57.0,7.5,3000000,374675,36
2114,3210.0,You Were Never Really Here,R,2018-04-06,89.0,84.0,6.8,16000000,337997,15
2116,3213.0,Sound of Noise,R,2012-03-09,102.0,72.0,7.2,15500000,318623,11
2126,3230.0,Carol Channing: Larger Than Life,PG,2012-01-20,87.0,67.0,7.5,4500000,281447,7
2127,3233.0,Waiting for Lightning,PG-13,2012-12-07,96.0,45.0,7.4,20000000,277943,7
2134,3247.0,Alpeis,Not Rated,2011-10-27,93.0,69.0,6.4,350000,246574,32
2135,3253.0,Trade of Innocents,PG-13,2012-09-28,88.0,29.0,5.4,150000000,400953009,2
2140,3259.0,Gayby,Not Rated,2012-03-12,85.0,58.0,6.0,13000000,217277,2
2151,3276.0,Frozen,PG,2013-11-27,102.0,75.0,7.4,90000000,195459,0
2152,3277.0,Despicable Me 2,PG,2013-07-03,98.0,62.0,7.3,12000000,190946,2
2165,3290.0,The Conjuring,R,2013-07-19,112.0,68.0,7.5,1500000,166980,3
2169,3294.0,Anchorman 2: The Legend Continues,PG-13,2013-12-18,119.0,61.0,6.3,10000000,152857,2
2177,3302.0,Pacific Rim,PG-13,2013-07-12,131.0,65.0,6.9,25000000,137885,3
2180,3305.0,42,PG-13,2013-04-12,128.0,62.0,7.5,4000000,129078,4
2181,3306.0,Elysium,R,2013-08-09,109.0,61.0,6.6,10000000,128486,3
2183,3308.0,Oblivion,PG-13,2013-04-19,124.0,54.0,7.0,5000000,127564,3
2184,3309.0,Insidious: Chapter 2,PG-13,2013-09-13,106.0,40.0,6.6,15000000,123570,5
2186,3311.0,Turbo,PG,2013-07-17,96.0,58.0,6.4,6000000,115862,4
2187,3312.0,2 Guns,R,2013-08-02,109.0,55.0,6.7,15000,115592,2
2188,3313.0,White House Down,PG-13,2013-06-28,131.0,52.0,6.3,6750000,113568,2
2192,3317.0,The Best Man Holiday,R,2013-11-15,123.0,59.0,6.7,323000,110248,2
2194,3319.0,A Good Day to Die Hard,R,2013-02-14,98.0,28.0,5.3,10000000,109383,2
2195,3321.0,Jack the Giant Slayer,PG-13,2013-03-01,114.0,51.0,6.2,8000000,109338,1
2197,3323.0,Last Vegas,PG-13,2013-11-01,105.0,48.0,6.6,4500000,108596,4
2202,3328.0,Escape from Planet Earth,PG,2013-02-15,89.0,35.0,5.9,2900000,101270,1
2204,3330.0,Free Birds,PG,2013-11-01,91.0,38.0,5.8,10000000,100688,4
2205,3331.0,Hansel & Gretel: Witch Hunters,R,2013-01-25,88.0,23.0,6.1,2500000,100280,6
2208,3334.0,The Call,R,2013-03-15,94.0,51.0,6.7,1750000,93051,6
2221,3350.0,Blue Jasmine,PG-13,2013-08-23,98.0,78.0,7.3,9000000,70066,0
2244,3376.0,You're Next,R,2013-08-23,95.0,66.0,6.6,3750000,44462,2
2261,3393.0,Getaway,PG-13,2013-08-30,90.0,22.0,4.4,4500000,32961,3
2266,3398.0,Mandela: Long Walk to Freedom,PG-13,2013-12-25,141.0,60.0,7.1,5700000,30638,4
2278,3415.0,The Company You Keep,R,2013-04-26,125.0,57.0,6.4,40000,25572,4
2292,3435.0,The East,PG-13,2013-06-28,116.0,68.0,6.8,3800000,20930,51
2311,3464.0,Still Mine,PG-13,2013-06-06,102.0,72.0,7.4,6000000,13722,7
2315,3469.0,Phantom,R,2013-03-01,98.0,40.0,5.9,500000,12232,52
2332,3502.0,Ain't Them Bodies Saints,R,2013-08-16,96.0,74.0,6.4,30000,9812,7
2342,3521.0,The Angels' Share,R,2012-06-01,101.0,66.0,7.0,195000000,352390543,2
2344,3525.0,Ernest et Célestine,PG,2014-02-28,80.0,86.0,7.9,80000000,254464305,2
2345,3527.0,Rebelle,Not Rated,2012-08-23,90.0,84.0,7.1,379000000,241071802,13
